"region"	"type of building"	"period of construction"	"year"	Number of dwellings
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"-1930"	"2018"	4116
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"-1930"	"2019"	4130
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"-1930"	"2020"	4219
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"-1930"	"2021"	4302
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2013"	1186
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2014"	1194
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2015"	1223
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2016"	1227
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2017"	1217
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2018"	1265
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2019"	1266
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2020"	1278
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1931-1940"	"2021"	1287
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2013"	5460
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2014"	5464
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2015"	5500
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2016"	5593
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2017"	5628
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2018"	5668
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2019"	5669
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2020"	5737
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1941-1950"	"2021"	5706
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2013"	11522
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2014"	11604
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2015"	11712
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2016"	11659
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2017"	11672
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2018"	11804
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2019"	11825
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2020"	11818
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1951-1960"	"2021"	11823
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2013"	16364
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2014"	16423
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2015"	16387
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2016"	16496
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2017"	16483
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2018"	16574
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2019"	16349
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2020"	16347
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1961-1970"	"2021"	16272
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2013"	9598
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2014"	9612
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2015"	9650
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2016"	9654
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2017"	9657
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2018"	9772
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2019"	9752
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2020"	10087
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1971-1980"	"2021"	10099
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2013"	7264
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2014"	7262
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2015"	7334
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2016"	7273
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2017"	7348
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2018"	7434
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2019"	7502
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2020"	7493
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1981-1990"	"2021"	7504
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2013"	4808
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2014"	4832
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2015"	4898
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2016"	4880
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2017"	4957
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2018"	4952
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2019"	4974
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2020"	4928
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"1991-2000"	"2021"	4928
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2013"	699
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2014"	703
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2015"	752
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2016"	777
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2017"	761
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2018"	812
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2019"	812
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2020"	838
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2001-2010"	"2021"	838
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2013"	160
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2014"	246
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2015"	441
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2016"	527
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2017"	723
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2018"	1159
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2019"	1399
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2020"	1609
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2011-2020"	"2021"	1677
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2013"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2014"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2015"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2016"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2017"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2018"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2019"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2020"	0
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"2021-"	"2021"	167
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2013"	57
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2014"	145
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2015"	101
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2016"	213
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2017"	259
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2018"	218
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2019"	196
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2020"	255
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"multi-dwelling buildings"	"data missing"	"2021"	250
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2013"	543
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2014"	586
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2015"	608
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2016"	575
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2017"	572
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2018"	613
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2019"	583
"SKL10 municipalities in sparsely populated regions (16 municipalities)"	"other buildings"	"-1930"	"2020"	583
